,Name,Height,Height Percentile,Weight,Weight Percentile,Forty Yard Dash,Forty Yard Dash Percentile,Shuttle Time,Shuttle TIme Percentile,Cone Drill,Cone Drill Percentile,Vertical Jump,Vertical Jump Percentile,Broad Jump,Broad Jump Percentile,Bench Press,Bench Press Percentile,Hand Length,Hand Length Percentil,Arm Length,Arm Length Percentile
11872,D'Montre Wade,"6' 0""",65%,200 lbs,82%,4.57 sec,22%,4.40 sec,9%,NaN,NaN,335.5 in,100%,120 in,40%,15 reps,50%,NaN,NaN,NaN,NaN
11873,Danny Johnson,"5' 9""",10%,190 lbs,40%,4.44 sec,65%,NaN,NaN,NaN,NaN,35.0 in,45%,123 in,60%,15 reps,50%,NaN,NaN,NaN,NaN
11874,Ito Smith,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11875,M.J. Stewart,"5' 11""",50%,200 lbs,82%,4.54 sec,28%,4.28 sec,22%,6.90 sec,36%,35.0 in,45%,118 in,30%,18 reps,80%,NaN,NaN,NaN,NaN
11876,Kameron Kelly,"6' 2""",80%,205 lbs,30%,4.66 sec,18%,4.28 sec,34%,6.94 sec,58%,33.0 in,23%,120 in,50%,9 reps,4%,NaN,NaN,NaN,NaN
11877,James Washington,"5' 11""",20%,213 lbs,75%,4.54 sec,37%,4.32 sec,30%,7.11 sec,12%,34.5 in,40%,120 in,50%,14 reps,40%,9.75 in,80%,32.38 in,53%
11878,Darrel Williams,"5' 11""",60%,224 lbs,77%,4.72 sec,11%,NaN,NaN,NaN,NaN,32.0 in,20%,109 in,9%,22 reps,65%,9.38 in,60%,31.00 in,60%
11879,Tre' Williams,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11880,Marquis Haynes,"6' 2""",10%,235 lbs,1%,4.67 sec,84%,4.45 sec,43%,7.14 sec,62%,32.0 in,40%,123 in,91%,23 reps,45%,10.00 in,50%,33.25 in,35%
11881,Daniel Carlson,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11882,Levi Wallace,"6' 0""",65%,179 lbs,8%,4.63 sec,10%,NaN,NaN,NaN,NaN,33.0 in,17%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11883,Uchenna Nwosu,"6' 2""",50%,251 lbs,88%,4.65 sec,67%,NaN,NaN,NaN,NaN,32.0 in,30%,119 in,70%,20 reps,30%,9.00 in,10%,33.67 in,91%
11884,Darius Leonard,"6' 2""",50%,234 lbs,18%,4.70 sec,52%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17 reps,10%,10.25 in,90%,34.38 in,96%
11885,Micah Kiser,"6' 0""",7%,244 lbs,65%,4.66 sec,63%,4.24 sec,67%,7.05 sec,65%,35.5 in,65%,121 in,80%,NaN,NaN,9.38 in,30%,32.00 in,30%
11886,Dorian O'Daniel,"6' 1""",10%,220 lbs,2%,4.61 sec,77%,4.07 sec,92%,6.64 sec,100%,32.0 in,30%,119 in,70%,21 reps,40%,9.00 in,10%,31.13 in,13%
11887,Joe Noteboom,"6' 5""",70%,321 lbs,72%,4.96 sec,97%,NaN,NaN,NaN,NaN,24.0 in,20%,102 in,65%,27 reps,60%,9.68 in,34%,34.38 in,83%
11888,Ike Powell,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11889,Colby Gossett,"6' 5""",70%,331 lbs,87%,5.20 sec,72%,NaN,NaN,NaN,NaN,25.0 in,35%,NaN,NaN,32 reps,85%,10.88 in,98%,33.88 in,65%
11890,Alex Cappa,"6' 6""",90%,305 lbs,18%,5.39 sec,33%,NaN,NaN,NaN,NaN,26.5 in,50%,97 in,35%,24 reps,40%,9.25 in,7%,32.67 in,18%
11891,Brandon Parker,"6' 8""",93%,320 lbs,72%,5.37 sec,32%,NaN,NaN,NaN,NaN,28.5 in,60%,113 in,92%,NaN,NaN,9.75 in,30%,35.00 in,70%
11892,Austin Corbett,"6' 4""",40%,306 lbs,20%,5.15 sec,78%,NaN,NaN,NaN,NaN,28.0 in,65%,NaN,NaN,19 reps,9%,10.50 in,92%,33.13 in,35%
11893,Bradley Bozeman,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11894,Isaiah Wynn,"6' 2""",0%,310 lbs,37%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.50 in,0%,33.38 in,18%
11895,Desmond Harrison,"6' 6""",60%,295 lbs,2%,4.90 sec,94%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.38 in,70%,34.00 in,30%
11896,Skyler Phillips,"6' 3""",20%,318 lbs,63%,5.09 sec,87%,NaN,NaN,NaN,NaN,29.0 in,75%,NaN,NaN,NaN,NaN,9.50 in,20%,33.00 in,30%
11897,Ian Thomas,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11898,Adam Breneman,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11899,Dallas Goedert,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11900,Byron Pringle,"6' 2""",60%,205 lbs,53%,4.46 sec,67%,4.40 sec,16%,6.87 sec,55%,33.5 in,30%,120 in,50%,15 reps,50%,9.25 in,50%,32.00 in,40%
11901,Christian LaCouture,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11902,Marcus Davenport,"6' 6""",90%,265 lbs,47%,4.58 sec,93%,4.41 sec,50%,7.20 sec,43%,33.5 in,55%,124 in,91%,22 reps,40%,9.13 in,8%,33.67 in,46%
11903,Greg Gilmore,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11904,Andrew Brown,"6' 3""",20%,290 lbs,92%,5.03 sec,8%,4.48 sec,38%,7.51 sec,9%,31.0 in,30%,101 in,0%,31 reps,88%,9.38 in,15%,34.50 in,75%
11905,Tyler Ferguson,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11906,Chris Warren,"6' 2""",93%,246 lbs,94%,4.69 sec,16%,NaN,NaN,NaN,NaN,33.0 in,30%,121 in,70%,25 reps,85%,10.00 in,90%,32.00 in,85%
11907,Dwayne Orso-Bacchus,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11908,Vosean Crumbie,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11909,Matt Fleming,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11910,Courtel Jenkins,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11911,Travonte Valentine,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11912,Juante Baldwin,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11913,Praise Martin-Oguike,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11914,Lamar Atkins,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11915,Charlie Miller,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11916,Bradley Chubb,"6' 4""",90%,269 lbs,99%,4.65 sec,67%,4.41 sec,22%,7.37 sec,19%,36.0 in,70%,121 in,80%,24 reps,60%,9.88 in,70%,34.00 in,94%
11917,Maurice Hurst,"6' 2""",20%,291 lbs,10%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.50 in,20%,32.00 in,10%
11918,Rashaan Evans,"6' 2""",50%,232 lbs,14%,NaN,NaN,4.36 sec,35%,6.95 sec,81%,30.0 in,10%,116 in,50%,NaN,NaN,10.00 in,80%,32.25 in,40%
11919,Sony Michel,"5' 11""",60%,215 lbs,55%,4.54 sec,50%,4.21 sec,60%,NaN,NaN,NaN,NaN,NaN,NaN,22 reps,65%,9.13 in,40%,31.25 in,73%
11920,Billy Price,"6' 4""",40%,310 lbs,40%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.75 in,40%,32.00 in,4%
11921,Mike McGlinchey,"6' 8""",93%,315 lbs,55%,NaN,NaN,NaN,NaN,NaN,NaN,28.5 in,60%,105 in,63%,24 reps,45%,10.00 in,40%,34.00 in,30%
11922,Harold Landry,"6' 2""",50%,255 lbs,92%,4.64 sec,70%,4.19 sec,77%,6.88 sec,91%,24.0 in,0%,119 in,70%,24 reps,60%,9.38 in,30%,32.88 in,57%
11923,Dante Pettis,"6' 1""",40%,195 lbs,34%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.50 in,70%,32.25 in,50%
11924,Martinas Rankin,"6' 5""",70%,311 lbs,43%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24 reps,40%,10.13 in,70%,33.75 in,60%
11925,Nick Chubb,"5' 11""",60%,227 lbs,82%,4.53 sec,53%,4.25 sec,48%,7.09 sec,36%,38.5 in,91%,128 in,93%,29 reps,93%,9.63 in,80%,32.00 in,85%
11926,Horace Richardson,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11927,Frank Ragnow,"6' 5""",90%,308 lbs,68%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26 reps,40%,9.38 in,20%,33.13 in,80%
11928,Alex Capa,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11929,Jamil Demby,"6' 5""",70%,321 lbs,72%,5.58 sec,9%,NaN,NaN,NaN,NaN,23.5 in,15%,NaN,NaN,17 reps,7%,10.75 in,96%,33.75 in,60%
11930,James Summers,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11931,Royce Freeman,"6' 0""",80%,229 lbs,86%,4.54 sec,50%,4.16 sec,75%,6.90 sec,67%,34.0 in,40%,118 in,50%,17 reps,20%,9.50 in,70%,32.00 in,85%
11932,Martez Carter,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11933,Keith Ford,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11934,Lavon Coleman,"6' 0""",80%,209 lbs,37%,4.60 sec,34%,NaN,NaN,NaN,NaN,33.0 in,30%,120 in,65%,23 reps,70%,9.25 in,50%,30.50 in,40%
11935,Larry Rose III,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11936,Darren Carrington II,"6' 2""",60%,200 lbs,43%,NaN,NaN,NaN,NaN,NaN,NaN,36.0 in,60%,120 in,50%,NaN,NaN,10.38 in,95%,32.75 in,63%
11937,Cam Phillips,"6' 0""",30%,201 lbs,45%,4.79 sec,0%,4.45 sec,10%,7.19 sec,8%,NaN,NaN,NaN,NaN,12 reps,25%,NaN,NaN,NaN,NaN
11938,Chris Herndon,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11939,Jeb Blazevich,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11940,Marcus Baugh,"6' 4""",30%,245 lbs,18%,4.81 sec,34%,4.51 sec,27%,7.28 sec,24%,33.0 in,50%,117 in,70%,NaN,NaN,9.50 in,17%,33.00 in,30%
11941,Joseph Davidson,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11942,Christian Schneider,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11943,Ray Lawry,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11944,Anthony Averett,"5' 11""",50%,178 lbs,7%,4.36 sec,91%,4.40 sec,9%,6.93 sec,31%,31.5 in,9%,119 in,35%,13 reps,30%,NaN,NaN,NaN,NaN
11945,Tony Brown,"6' 0""",65%,199 lbs,80%,4.35 sec,92%,4.11 sec,62%,6.78 sec,62%,31.5 in,9%,126 in,75%,14 reps,40%,NaN,NaN,NaN,NaN
11946,Shaun Dion Hamilton,"6' 0""",7%,235 lbs,20%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20 reps,30%,10.25 in,90%,31.00 in,10%
11947,Joshua Frazier,"6' 4""",60%,315 lbs,77%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21 reps,9%,10.00 in,50%,34.25 in,75%
11948,Robert Foster,"6' 2""",60%,196 lbs,36%,4.41 sec,80%,4.20 sec,58%,6.90 sec,50%,31.0 in,9%,116 in,25%,NaN,NaN,9.25 in,50%,32.13 in,45%
11949,John Atkins,"6' 3""",40%,320 lbs,83%,5.38 sec,9%,4.75 sec,30%,7.95 sec,11%,24.0 in,8%,89 in,0%,NaN,NaN,9.25 in,10%,34.00 in,70%
11950,Davin Bellamy,"6' 5""",95%,259 lbs,94%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15 reps,7%,9.50 in,40%,33.25 in,80%
11951,Dominick Sanders,"6' 0""",35%,201 lbs,18%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14 reps,20%,NaN,NaN,NaN,NaN
11952,Austin Allen,"6' 1""",10%,209 lbs,9%,4.81 sec,53%,4.48 sec,27%,7.18 sec,30%,29.5 in,30%,112 in,65%,NaN,NaN,9.68 in,52%,30.67 in,9%
11953,Troy Apke,"6' 1""",40%,205 lbs,30%,4.34 sec,98%,4.03 sec,92%,6.56 sec,100%,41.0 in,92%,131 in,96%,16 reps,40%,NaN,NaN,NaN,NaN
11954,Ade Aruna,"6' 5""",70%,263 lbs,40%,4.60 sec,92%,4.48 sec,38%,7.53 sec,8%,38.5 in,93%,128 in,94%,18 reps,10%,10.68 in,94%,34.00 in,60%
11955,Genard Avery,"6' 0""",0%,250 lbs,10%,4.59 sec,92%,4.36 sec,67%,6.90 sec,96%,36.0 in,83%,124 in,91%,26 reps,70%,10.13 in,70%,31.00 in,2%
11956,Keishawn Bierria,"6' 0""",7%,230 lbs,10%,4.79 sec,29%,NaN,NaN,7.26 sec,33%,30.4 in,14%,117 in,55%,21 reps,40%,9.38 in,30%,31.13 in,13%
11957,David Bright,"6' 5""",20%,293 lbs,0%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.25 in,60%,33.25 in,15%
11958,Oren Burks,"6' 3""",70%,233 lbs,16%,4.59 sec,82%,4.15 sec,84%,6.82 sec,94%,39.5 in,91%,131 in,97%,18 reps,15%,9.13 in,15%,33.38 in,85%
11959,Dylan Cantrell,"6' 3""",80%,226 lbs,92%,4.59 sec,18%,4.03 sec,92%,6.56 sec,93%,38.5 in,87%,130 in,93%,18 reps,75%,9.25 in,50%,31.38 in,27%
11960,Lorenzo Carter,"6' 5""",95%,250 lbs,86%,4.50 sec,93%,NaN,NaN,NaN,NaN,36.0 in,70%,130 in,96%,NaN,NaN,10.38 in,92%,34.00 in,94%
11961,Andre Chachere,"6' 0""",65%,200 lbs,82%,4.49 sec,47%,4.07 sec,70%,6.78 sec,62%,38.0 in,77%,123 in,60%,13 reps,30%,NaN,NaN,NaN,NaN
11962,Sean Chandler,"5' 10""",10%,205 lbs,30%,4.65 sec,20%,4.62 sec,3%,NaN,NaN,34.5 in,40%,119 in,40%,16 reps,40%,NaN,NaN,NaN,NaN
11963,Chris Covington,"6' 2""",50%,245 lbs,70%,4.78 sec,30%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23 reps,50%,9.25 in,20%,32.50 in,47%
11964,Trevor Daniel,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11965,Cody Hollister,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11966,Jason King,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11967,David Jones,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11968,Ryan Lewis,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11969,Jomal Wiltz,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11970,Kacy Rodgers,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11971,Jeff Wilson,"6' 0""",80%,194 lbs,9%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15 reps,10%,9.25 in,50%,31.50 in,77%
11972,Duke Ejiofor,"6' 4""",90%,255 lbs,92%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.75 in,60%,34.88 in,100%
11973,Marquez Valdes-Scantling,"6' 4""",90%,206 lbs,55%,4.37 sec,88%,NaN,NaN,NaN,NaN,30.5 in,8%,124 in,75%,15 reps,50%,10.25 in,93%,32.25 in,50%
11974,Brian Allen,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11975,K.J. Malone,"6' 4""",40%,321 lbs,72%,5.30 sec,54%,NaN,NaN,NaN,NaN,29.5 in,80%,NaN,NaN,15 reps,5%,9.25 in,7%,33.50 in,50%
11976,Braden Smith,"6' 6""",90%,315 lbs,55%,5.21 sec,71%,NaN,NaN,NaN,NaN,33.5 in,95%,NaN,NaN,35 reps,91%,9.38 in,10%,32.50 in,13%
11977,Jamarco Jones,"6' 4""",10%,293 lbs,0%,5.50 sec,14%,NaN,NaN,NaN,NaN,24.0 in,13%,102 in,50%,NaN,NaN,9.50 in,15%,35.13 in,73%
11978,Rod Taylor,"6' 3""",20%,320 lbs,70%,5.25 sec,64%,NaN,NaN,NaN,NaN,30.5 in,87%,99 in,45%,NaN,NaN,9.75 in,40%,34.25 in,80%
11979,Timon Parris,"6' 6""",60%,315 lbs,55%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27 reps,60%,9.38 in,10%,33.88 in,28%
11980,Ryan Winslow,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11981,Jordan Wilkins,"6' 1""",90%,216 lbs,58%,4.71 sec,13%,NaN,NaN,NaN,NaN,36.0 in,70%,117 in,45%,16 reps,15%,9.38 in,60%,30.13 in,20%
11982,Roc Thomas,"5' 10""",50%,198 lbs,13%,4.56 sec,43%,NaN,NaN,NaN,NaN,35.5 in,65%,125 in,90%,16 reps,15%,9.25 in,50%,31.67 in,79%
11983,Demario Richard,"5' 9""",20%,219 lbs,67%,4.70 sec,14%,NaN,NaN,NaN,NaN,29.5 in,8%,115 in,35%,12 reps,5%,9.25 in,50%,28.75 in,16%
11984,Ryan Hall,"6' 2""",93%,234 lbs,91%,4.58 sec,38%,NaN,NaN,NaN,NaN,33.0 in,30%,122 in,80%,15 reps,10%,10.50 in,100%,31.50 in,77%
11985,Kyle Hicks,"5' 10""",50%,210 lbs,40%,4.63 sec,28%,NaN,NaN,NaN,NaN,36.5 in,80%,122 in,80%,13 reps,7%,9.50 in,70%,32.50 in,92%
11986,Jarvion Franklin,"5' 11""",60%,225 lbs,78%,4.63 sec,28%,4.31 sec,38%,6.93 sec,63%,30.0 in,9%,109 in,9%,18 reps,30%,9.25 in,50%,31.25 in,73%
11987,Donnie Ernsberger,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11988,Logan Woodside,"6' 1""",10%,213 lbs,15%,4.79 sec,58%,4.15 sec,82%,6.94 sec,81%,31.5 in,55%,103 in,13%,NaN,NaN,9.75 in,55%,31.00 in,15%
11989,Danny Etling,"6' 3""",60%,225 lbs,60%,4.76 sec,63%,4.37 sec,48%,7.09 sec,48%,30.5 in,40%,114 in,75%,NaN,NaN,9.38 in,30%,31.00 in,15%
11990,Steven Mitchell,"5' 10""",10%,186 lbs,17%,4.56 sec,30%,4.40 sec,16%,6.75 sec,76%,32.5 in,17%,121 in,60%,13 reps,30%,9.38 in,60%,30.38 in,9%
11991,Chris Lacy,"6' 3""",80%,205 lbs,53%,4.51 sec,47%,NaN,NaN,NaN,NaN,33.5 in,30%,120 in,50%,11 reps,20%,9.75 in,80%,31.25 in,23%
11992,Davon Grayson,"6' 2""",60%,187 lbs,18%,4.51 sec,47%,NaN,NaN,NaN,NaN,34.5 in,40%,124 in,75%,19 reps,80%,9.38 in,60%,31.38 in,27%
11993,Ka'Raun White,"6' 1""",40%,206 lbs,55%,4.52 sec,43%,4.57 sec,6%,7.16 sec,9%,33.5 in,30%,118 in,40%,24 reps,96%,9.68 in,77%,32.25 in,50%
11994,Rashard Fant,"5' 10""",20%,175 lbs,5%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11995,Stephen Roberts,"5' 11""",20%,189 lbs,4%,4.53 sec,63%,NaN,NaN,NaN,NaN,34.0 in,30%,121 in,60%,NaN,NaN,NaN,NaN,NaN,NaN
11996,Max Redfield,"6' 1""",40%,205 lbs,30%,4.69 sec,12%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15 reps,30%,NaN,NaN,NaN,NaN
11997,Parry Nickerson,"5' 10""",20%,182 lbs,10%,4.32 sec,94%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15 reps,50%,NaN,NaN,NaN,NaN
11998,Kamrin Moore,"5' 11""",20%,203 lbs,23%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11999,Henre' Toliver,"6' 0""",65%,190 lbs,40%,4.63 sec,10%,4.15 sec,50%,7.01 sec,17%,32.5 in,13%,117 in,25%,6 reps,5%,NaN,NaN,NaN,NaN
12000,Trey Walker,"6' 2""",80%,200 lbs,16%,4.51 sec,70%,4.28 sec,34%,7.00 sec,45%,33.0 in,23%,119 in,40%,14 reps,20%,NaN,NaN,NaN,NaN
12001,Trevon Young,"6' 4""",90%,259 lbs,94%,4.78 sec,30%,4.40 sec,25%,6.99 sec,76%,33.0 in,40%,114 in,40%,25 reps,70%,NaN,NaN,NaN,NaN
12002,Anthony Winbush,"6' 1""",0%,240 lbs,4%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,110 in,25%,25 reps,60%,NaN,NaN,NaN,NaN
12003,Peter Kalambayi,"6' 3""",70%,254 lbs,91%,4.57 sec,85%,4.36 sec,35%,7.13 sec,53%,34.0 in,53%,121 in,80%,19 reps,20%,9.00 in,10%,33.50 in,90%
12004,Darius Jackson,"6' 3""",20%,242 lbs,5%,4.87 sec,38%,NaN,NaN,7.52 sec,8%,26.5 in,5%,113 in,43%,21 reps,30%,9.13 in,8%,32.00 in,7%
12005,James Hearns,"6' 3""",70%,239 lbs,37%,4.89 sec,10%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22 reps,45%,9.38 in,30%,32.50 in,47%
12006,Skai Moore,"6' 2""",50%,218 lbs,0%,4.73 sec,45%,NaN,NaN,NaN,NaN,36.0 in,70%,117 in,55%,NaN,NaN,9.38 in,30%,32.00 in,30%
12007,Josey Jewell,"6' 1""",10%,234 lbs,18%,4.82 sec,25%,4.27 sec,62%,6.80 sec,95%,33.0 in,40%,117 in,55%,18 reps,15%,10.00 in,80%,32.00 in,30%
12008,Donta Stallworth,"6' 2""",20%,312 lbs,73%,5.28 sec,19%,4.75 sec,30%,7.95 sec,11%,23.5 in,7%,101 in,23%,18 reps,4%,10.25 in,70%,32.50 in,27%
12009,Olubunmi Rotimi,"6' 4""",50%,273 lbs,70%,NaN,NaN,4.70 sec,15%,7.46 sec,11%,32.0 in,40%,113 in,43%,21 reps,30%,9.75 in,30%,34.88 in,83%
12010,Derrick Nnadi,"6' 1""",10%,312 lbs,73%,5.38 sec,9%,5.02 sec,6%,8.15 sec,4%,27.0 in,30%,96 in,7%,25 reps,25%,9.78 in,41%,33.50 in,50%
12011,John Franklin-Myers,"6' 4""",50%,288 lbs,91%,4.75 sec,68%,4.48 sec,38%,7.36 sec,22%,33.0 in,50%,113 in,43%,26 reps,70%,10.00 in,50%,32.88 in,18%
12012,Matt Dickerson,"6' 5""",70%,292 lbs,93%,5.06 sec,7%,NaN,NaN,NaN,NaN,31.0 in,30%,NaN,NaN,26 reps,70%,10.00 in,50%,33.25 in,35%
12013,Zaycoven Henderson,"6' 0""",0%,298 lbs,26%,5.16 sec,34%,4.58 sec,62%,7.33 sec,78%,29.5 in,55%,105 in,50%,20 reps,7%,9.75 in,40%,32.75 in,32%
